,example,changed,quality of life,capacity and resources,political,security and defense,policy prescription and evaluation,fairness and equality,none,health and safety,"legality, constitutionality and jurisprudence",morality,economic,public opinion,cultural identity,external regulation and reputation,crime and punishment,uuid
199,./data/images/099465c2-a1e3-4459-9f03-61ab92e93f04.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,099465c2-a1e3-4459-9f03-61ab92e93f04
200,./data/images/c1b6bb36-47c1-433d-b075-7e32be724da0.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,c1b6bb36-47c1-433d-b075-7e32be724da0
201,./data/images/46d16cd5-2019-4cc3-8916-4f8256e433c1.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,46d16cd5-2019-4cc3-8916-4f8256e433c1
202,./data/images/7592961d-e6e5-4ab0-bf51-045b1ee55144.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,7592961d-e6e5-4ab0-bf51-045b1ee55144
203,./data/images/1bf3a02a-32b2-4a3c-b374-9b61b4f3fd7e.jpg,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,1bf3a02a-32b2-4a3c-b374-9b61b4f3fd7e
204,./data/images/9e61edae-64b5-4875-915c-47faca96e634.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9e61edae-64b5-4875-915c-47faca96e634
205,./data/images/020d8039-7bc3-48cf-a731-4abd2437b8a2.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,020d8039-7bc3-48cf-a731-4abd2437b8a2
206,./data/images/1c9f84b8-04cc-42a9-8cb7-69338d61988a.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1c9f84b8-04cc-42a9-8cb7-69338d61988a
207,./data/images/d11987cf-ac42-4d72-b805-b9f6ea39e413.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d11987cf-ac42-4d72-b805-b9f6ea39e413
208,./data/images/74a695db-1e46-4770-b0ad-c4bce9b17c9b.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,74a695db-1e46-4770-b0ad-c4bce9b17c9b
209,./data/images/e457487a-0529-478e-a5b7-4a87c49fe611.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,e457487a-0529-478e-a5b7-4a87c49fe611
210,./data/images/c17ad1e5-9645-4f8d-a604-301f8abae992.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,c17ad1e5-9645-4f8d-a604-301f8abae992
211,./data/images/23ef5d02-0f80-42bc-8465-0a5e8d7dc8ac.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,23ef5d02-0f80-42bc-8465-0a5e8d7dc8ac
212,./data/images/872c07d3-4db2-4b02-a7dc-602458060df9.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,872c07d3-4db2-4b02-a7dc-602458060df9
213,./data/images/aea7ebc1-e286-4821-8213-45d96da6976d.jpg,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,aea7ebc1-e286-4821-8213-45d96da6976d
214,./data/images/4a2ec5e6-3f4d-41da-8491-8fe230549746.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4a2ec5e6-3f4d-41da-8491-8fe230549746
215,./data/images/3f98b216-a3aa-4045-bc32-87e2438ca9d0.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3f98b216-a3aa-4045-bc32-87e2438ca9d0
216,./data/images/2902f2f8-417c-425f-bd4b-3450677a168c.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2902f2f8-417c-425f-bd4b-3450677a168c
217,./data/images/59e0e6cf-6d7f-41ae-b649-dac34451fe5a.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,59e0e6cf-6d7f-41ae-b649-dac34451fe5a
218,./data/images/56459e3a-3b51-4d00-8217-6e4ce2709ccd.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,56459e3a-3b51-4d00-8217-6e4ce2709ccd
219,./data/images/b81a4278-fd57-4dc4-87b1-529d8bffab01.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b81a4278-fd57-4dc4-87b1-529d8bffab01
220,./data/images/f684e3c3-0492-419b-897c-e943c6f001a5.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,f684e3c3-0492-419b-897c-e943c6f001a5
221,./data/images/29a18385-47ff-4083-8f24-4c99f47ea6ab.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,29a18385-47ff-4083-8f24-4c99f47ea6ab
222,./data/images/2bc82f82-88db-4667-8be3-c8d1d030007d.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2bc82f82-88db-4667-8be3-c8d1d030007d
223,./data/images/e44c3d4e-36ce-40a0-a58a-aad3190f39e4.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,e44c3d4e-36ce-40a0-a58a-aad3190f39e4
224,./data/images/47a52c65-1f34-45d8-940a-f2a8c5d3cb2f.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,47a52c65-1f34-45d8-940a-f2a8c5d3cb2f
225,./data/images/7d633df1-d06e-402a-a166-cc0648dc9e48.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,7d633df1-d06e-402a-a166-cc0648dc9e48
226,./data/images/e1e611ea-91a6-421f-8d87-33f4f9a26910.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,e1e611ea-91a6-421f-8d87-33f4f9a26910
227,./data/images/2adf0ff5-aba2-4871-ae53-827ff89d1664.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2adf0ff5-aba2-4871-ae53-827ff89d1664
228,./data/images/a506b9f9-b540-4531-a425-58d75698a300.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,a506b9f9-b540-4531-a425-58d75698a300
229,./data/images/1611401d-ee37-41b5-81e5-aa5fb67d7808.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1611401d-ee37-41b5-81e5-aa5fb67d7808
230,./data/images/41497f55-d6de-4762-ab45-29141244bd82.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,41497f55-d6de-4762-ab45-29141244bd82
231,./data/images/d7eeeb98-b97b-497d-8f2a-cbb634f5e8e8.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,d7eeeb98-b97b-497d-8f2a-cbb634f5e8e8
232,./data/images/0b690f43-99a6-4d96-a4b9-f39b5d1d88cd.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0b690f43-99a6-4d96-a4b9-f39b5d1d88cd
233,./data/images/a2e80834-d051-4cb3-82c2-851985c2b643.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,a2e80834-d051-4cb3-82c2-851985c2b643
234,./data/images/b1514996-58c6-49d7-a86f-a79d21631bb5.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b1514996-58c6-49d7-a86f-a79d21631bb5
235,./data/images/a5d7df9d-5680-49d7-8c48-01e849b2a8af.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a5d7df9d-5680-49d7-8c48-01e849b2a8af
236,./data/images/288336e3-380a-4b53-8816-09d0597b5eb0.jpg,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,288336e3-380a-4b53-8816-09d0597b5eb0
237,./data/images/b0f32cfe-23ec-4ddb-8d72-0ec0c7039f48.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b0f32cfe-23ec-4ddb-8d72-0ec0c7039f48
238,./data/images/7ead6314-fa66-47c6-98d2-bfedd466c4d1.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7ead6314-fa66-47c6-98d2-bfedd466c4d1
239,./data/images/8183c3b3-64ee-42f0-b6ad-ae12bdaf471b.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,8183c3b3-64ee-42f0-b6ad-ae12bdaf471b
240,./data/images/6e6e7fea-0358-4121-b476-0ea091cf49c7.jpg,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,6e6e7fea-0358-4121-b476-0ea091cf49c7
241,./data/images/078f8ada-88e0-4be7-8e00-2ee482a5e588.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,078f8ada-88e0-4be7-8e00-2ee482a5e588
242,./data/images/5cabcdb7-8a0a-4dfe-8d98-5f75a17381a6.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,5cabcdb7-8a0a-4dfe-8d98-5f75a17381a6
243,./data/images/0b1c8715-2882-4664-82c0-927aa9210cf2.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0b1c8715-2882-4664-82c0-927aa9210cf2
244,./data/images/9a90bf95-b111-44f9-b1bb-4676dfb8eaa8.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9a90bf95-b111-44f9-b1bb-4676dfb8eaa8
245,./data/images/d459277d-2c00-49cc-b85f-e2f452375b19.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,d459277d-2c00-49cc-b85f-e2f452375b19
246,./data/images/95a440f1-da8b-483f-8043-6ccf8ab0168a.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,95a440f1-da8b-483f-8043-6ccf8ab0168a
247,./data/images/15b7c1b6-b38c-46ec-aa9b-86a13c47917b.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,15b7c1b6-b38c-46ec-aa9b-86a13c47917b
248,./data/images/2d0840df-cdcb-4659-b32a-877b2df07586.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2d0840df-cdcb-4659-b32a-877b2df07586
249,./data/images/f94e5e92-1f23-4618-8760-842605d804f2.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,f94e5e92-1f23-4618-8760-842605d804f2
250,./data/images/20744f35-8292-4eaa-b9a1-c4cf25dd638e.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,20744f35-8292-4eaa-b9a1-c4cf25dd638e
251,./data/images/ccef29a3-01fd-4e5f-9ac8-53da6a7cfbfc.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ccef29a3-01fd-4e5f-9ac8-53da6a7cfbfc
252,./data/images/b9ff654e-bd41-4f39-9059-b35a0fbcaf62.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b9ff654e-bd41-4f39-9059-b35a0fbcaf62
253,./data/images/cbedf343-4784-44d8-896d-b8ccffe9a64f.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,cbedf343-4784-44d8-896d-b8ccffe9a64f
254,./data/images/35a51061-1b3a-4c3c-b9e7-31df64741c9d.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,35a51061-1b3a-4c3c-b9e7-31df64741c9d
255,./data/images/b1722c53-ab6b-4184-8742-d5a9a7a9f12e.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,b1722c53-ab6b-4184-8742-d5a9a7a9f12e
256,./data/images/ce801ad3-a696-4a49-a2e1-59814bab23a4.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,ce801ad3-a696-4a49-a2e1-59814bab23a4
257,./data/images/e1a24894-79f7-4606-95be-7469dc803a46.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,e1a24894-79f7-4606-95be-7469dc803a46
258,./data/images/d1e8e54c-0345-45b3-8ba3-264c099bdacc.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,d1e8e54c-0345-45b3-8ba3-264c099bdacc
259,./data/images/d5b8a661-5866-43c3-ac76-a769c79bd125.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,d5b8a661-5866-43c3-ac76-a769c79bd125
260,./data/images/a68febe4-0fc8-4a2a-a285-26698963c0fc.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a68febe4-0fc8-4a2a-a285-26698963c0fc
261,./data/images/74930e4e-a28e-4bd9-b422-d93aaca5c0e9.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,74930e4e-a28e-4bd9-b422-d93aaca5c0e9
262,./data/images/c547fb20-0aed-4e5c-9c96-3ba5dbe34b2e.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,c547fb20-0aed-4e5c-9c96-3ba5dbe34b2e
263,./data/images/684a795c-d639-438f-be20-de2385cc0834.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,684a795c-d639-438f-be20-de2385cc0834
264,./data/images/7b05a2c5-c4ef-44c9-b437-b2ca7240dc35.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,7b05a2c5-c4ef-44c9-b437-b2ca7240dc35
265,./data/images/8cbae859-a42a-4604-85c9-c390be480cb8.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,8cbae859-a42a-4604-85c9-c390be480cb8
266,./data/images/14e25239-c0e5-4c3e-b65b-35017e456c20.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,14e25239-c0e5-4c3e-b65b-35017e456c20
267,./data/images/b210ea76-b530-4ef2-a00d-02649c5a44d3.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b210ea76-b530-4ef2-a00d-02649c5a44d3
268,./data/images/c5557b94-9816-4a9f-95c7-96771539b872.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,c5557b94-9816-4a9f-95c7-96771539b872
269,./data/images/71894e5f-f313-4ecf-a8f4-f47b7d1eb9e8.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,71894e5f-f313-4ecf-a8f4-f47b7d1eb9e8
270,./data/images/0dffbdef-f190-4567-a76c-5a544c64caa0.jpg,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0dffbdef-f190-4567-a76c-5a544c64caa0
271,./data/images/cbd6b761-a3c6-48a7-836e-e248db08fa1d.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,cbd6b761-a3c6-48a7-836e-e248db08fa1d
272,./data/images/c554e108-e37f-4da3-b95e-0036e2368223.jpg,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,c554e108-e37f-4da3-b95e-0036e2368223
273,./data/images/7c8bfde7-9c96-49be-83d8-d3113617fe7a.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,7c8bfde7-9c96-49be-83d8-d3113617fe7a
274,./data/images/b8eb6159-54b9-4134-b227-1a607bfbe7e2.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,b8eb6159-54b9-4134-b227-1a607bfbe7e2
275,./data/images/e47dce24-6e6c-44c2-b98f-7b650adedac5.jpg,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,e47dce24-6e6c-44c2-b98f-7b650adedac5
276,./data/images/b824fbb3-3ed1-4121-ab30-7bd5ee5aa89f.jpg,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,b824fbb3-3ed1-4121-ab30-7bd5ee5aa89f
277,./data/images/e1e9a19d-dac5-4ad2-a7ba-31f3869319ed.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,e1e9a19d-dac5-4ad2-a7ba-31f3869319ed
278,./data/images/dfa19bf4-8f95-46c5-878f-ea8926c106bf.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,dfa19bf4-8f95-46c5-878f-ea8926c106bf
279,./data/images/585010c9-18c5-4e3b-9218-f9759ef53c55.jpg,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,585010c9-18c5-4e3b-9218-f9759ef53c55
280,./data/images/2bba31ab-faa3-44b0-a926-3e900172a78f.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,2bba31ab-faa3-44b0-a926-3e900172a78f
281,./data/images/aeb34cd8-fb25-4c0a-b6c8-26df77ed5efc.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,aeb34cd8-fb25-4c0a-b6c8-26df77ed5efc
282,./data/images/99b80069-0c16-490a-aeaf-cf5852b1e3ac.jpg,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,99b80069-0c16-490a-aeaf-cf5852b1e3ac
283,./data/images/3b9d6948-7b1e-4008-97b9-5d331edae91a.jpg,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3b9d6948-7b1e-4008-97b9-5d331edae91a
284,./data/images/270e6be7-c17b-49c3-8416-d1dd7a5cc060.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,270e6be7-c17b-49c3-8416-d1dd7a5cc060
285,./data/images/6faa16b2-36bd-4de4-a3b5-cbcf4240183c.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6faa16b2-36bd-4de4-a3b5-cbcf4240183c
286,./data/images/868bf2ab-d12c-4038-bfb8-008705f22f08.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,868bf2ab-d12c-4038-bfb8-008705f22f08
287,./data/images/826a2ecb-225a-4d68-a93d-77c0d443a56e.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,826a2ecb-225a-4d68-a93d-77c0d443a56e
288,./data/images/64fba265-2709-4753-83f5-d142bdacf4cb.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,64fba265-2709-4753-83f5-d142bdacf4cb
289,./data/images/67a5dfb5-4c80-48a1-9031-9850cc137fb3.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,67a5dfb5-4c80-48a1-9031-9850cc137fb3
290,./data/images/3787451f-7fe2-4991-b7e6-e164fa785bd6.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3787451f-7fe2-4991-b7e6-e164fa785bd6
291,./data/images/c71a1263-6ff3-44f9-b4af-d53b4ca5caac.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,c71a1263-6ff3-44f9-b4af-d53b4ca5caac
292,./data/images/8d5df838-82e0-498b-bccb-99c0d2af8a3d.jpg,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8d5df838-82e0-498b-bccb-99c0d2af8a3d
293,./data/images/2bbcc92f-54da-4466-bd72-30ca80dbdcb9.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2bbcc92f-54da-4466-bd72-30ca80dbdcb9
294,./data/images/4b825137-076d-4d22-84f1-63fb20a3501b.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4b825137-076d-4d22-84f1-63fb20a3501b
295,./data/images/e537d8da-9a2c-4d5a-a440-dd14c36e032e.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,e537d8da-9a2c-4d5a-a440-dd14c36e032e
296,./data/images/b1fa34d6-6e4e-4dc3-9ccc-e459425a3041.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,b1fa34d6-6e4e-4dc3-9ccc-e459425a3041
297,./data/images/621648d1-1b5f-4924-a062-83694b90a817.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,621648d1-1b5f-4924-a062-83694b90a817
298,./data/images/99d97042-1450-4903-9cbd-058b1af15115.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,99d97042-1450-4903-9cbd-058b1af15115
299,./data/images/52d2acda-e8f0-4146-a686-06ceee8e71b9.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,52d2acda-e8f0-4146-a686-06ceee8e71b9
